Rank,Club,Country,Level,Elo,From,To
None,Sheffield United,ENG,1,1623.28112793,1947-04-13,1947-04-13
None,Sheffield United,ENG,1,1613.28112793,1947-04-14,1947-04-19
None,Sheffield United,ENG,1,1619.82556152,1947-04-20,1947-04-26
None,Sheffield United,ENG,1,1620.42907715,1947-04-27,1947-05-03
None,Sheffield United,ENG,1,1635.87646484,1947-05-04,1947-05-04
None,Sheffield United,ENG,1,1639.87646484,1947-05-05,1947-05-10
None,Sheffield United,ENG,1,1646.05212402,1947-05-11,1947-05-17
None,Sheffield United,ENG,1,1654.31970215,1947-05-18,1947-05-20
None,Sheffield United,ENG,1,1641.31970215,1947-05-21,1947-05-24
None,Sheffield United,ENG,1,1629.64978027,1947-05-25,1947-05-26
None,Sheffield United,ENG,1,1638.19055176,1947-05-27,1947-05-31
None,Sheffield United,ENG,1,1620.02368164,1947-06-01,1947-06-07
None,Sheffield United,ENG,1,1625.12524414,1947-06-08,1947-06-14
None,Sheffield United,ENG,1,1632.33508301,1947-06-15,1947-08-23
None,Sheffield United,ENG,1,1617.60668945,1947-08-24,1947-08-25
None,Sheffield United,ENG,1,1613.28918457,1947-08-26,1947-08-30
None,Sheffield United,ENG,1,1603.76501465,1947-08-31,1947-09-03
None,Sheffield United,ENG,1,1592.67932129,1947-09-04,1947-09-06
None,Sheffield United,ENG,1,1607.51904297,1947-09-07,1947-09-08
None,Sheffield United,ENG,1,1618.00061035,1947-09-09,1947-09-13
None,Sheffield United,ENG,1,1630.02294922,1947-09-14,1947-09-17
None,Sheffield United,ENG,1,1616.18554688,1947-09-18,1947-09-20
None,Sheffield United,ENG,1,1623.79589844,1947-09-21,1947-09-27
None,Sheffield United,ENG,1,1630.91918945,1947-09-28,1947-10-04
None,Sheffield United,ENG,1,1626.14355469,1947-10-05,1947-10-11
None,Sheffield United,ENG,1,1630.14575195,1947-10-12,1947-10-18
None,Sheffield United,ENG,1,1622.30895996,1947-10-19,1947-10-19
None,Sheffield United,ENG,1,1650.30895996,1947-10-20,1947-10-25
None,Sheffield United,ENG,1,1649.02185059,1947-10-26,1947-11-01
None,Sheffield United,ENG,1,1640.95275879,1947-11-02,1947-11-08
None,Sheffield United,ENG,1,1613.1105957,1947-11-09,1947-11-15
None,Sheffield United,ENG,1,1608.5826416,1947-11-16,1947-11-22
None,Sheffield United,ENG,1,1620.94421387,1947-11-23,1947-11-29
None,Sheffield United,ENG,1,1614.74523926,1947-11-30,1947-12-06
None,Sheffield United,ENG,1,1621.57116699,1947-12-07,1947-12-13
None,Sheffield United,ENG,1,1615.69995117,1947-12-14,1947-12-20
None,Sheffield United,ENG,1,1611.69299316,1947-12-21,1947-12-25
None,Sheffield United,ENG,1,1615.29748535,1947-12-26,1947-12-27
None,Sheffield United,ENG,1,1623.57946777,1947-12-28,1948-01-01
None,Sheffield United,ENG,1,1612.78222656,1948-01-02,1948-01-03
None,Sheffield United,ENG,1,1609.61022949,1948-01-04,1948-01-17
None,Sheffield United,ENG,1,1615.54626465,1948-01-18,1948-01-31
None,Sheffield United,ENG,1,1623.78222656,1948-02-01,1948-02-14
None,Sheffield United,ENG,1,1633.1862793,1948-02-15,1948-02-21
None,Sheffield United,ENG,1,1636.40686035,1948-02-22,1948-02-28
None,Sheffield United,ENG,1,1637.54260254,1948-02-29,1948-03-06
None,Sheffield United,ENG,1,1646.06738281,1948-03-07,1948-03-13
None,Sheffield United,ENG,1,1649.24694824,1948-03-14,1948-03-20
None,Sheffield United,ENG,1,1653.71716309,1948-03-21,1948-03-26
None,Sheffield United,ENG,1,1640.9765625,1948-03-27,1948-03-27
None,Sheffield United,ENG,1,1644.59960938,1948-03-28,1948-04-03
None,Sheffield United,ENG,1,1649.92297363,1948-04-04,1948-04-07
None,Sheffield United,ENG,1,1651.98962402,1948-04-08,1948-04-10
None,Sheffield United,ENG,1,1644.72607422,1948-04-11,1948-04-11
None,Sheffield United,ENG,1,1667.72607422,1948-04-12,1948-04-17
None,Sheffield United,ENG,1,1656.2154541,1948-04-18,1948-04-24
None,Sheffield United,ENG,1,1640.40039062,1948-04-25,1948-05-01
None,Sheffield United,ENG,1,1645.49365234,1948-05-02,1948-05-17
None,Sheffield United,ENG,1,1672.49365234,1948-05-18,1948-08-21
None,Sheffield United,ENG,1,1678.92614746,1948-08-22,1948-08-25
None,Sheffield United,ENG,1,1681.95727539,1948-08-26,1948-08-28
None,Sheffield United,ENG,1,1677.58703613,1948-08-29,1948-08-30
None,Sheffield United,ENG,1,1668.77246094,1948-08-31,1948-09-04
None,Sheffield United,ENG,1,1668.86547852,1948-09-05,1948-09-06
None,Sheffield United,ENG,1,1651.82751465,1948-09-07,1948-09-11
None,Sheffield United,ENG,1,1653.20654297,1948-09-12,1948-09-15
None,Sheffield United,ENG,1,1646.35632324,1948-09-16,1948-09-18
None,Sheffield United,ENG,1,1647.70336914,1948-09-19,1948-09-25
None,Sheffield United,ENG,1,1641.91052246,1948-09-26,1948-10-02
None,Sheffield United,ENG,1,1631.70324707,1948-10-03,1948-10-09
None,Sheffield United,ENG,1,1618.03125,1948-10-10,1948-10-10
None,Sheffield United,ENG,1,1631.03125,1948-10-11,1948-10-16
None,Sheffield United,ENG,1,1626.97741699,1948-10-17,1948-10-23
None,Sheffield United,ENG,1,1626.50524902,1948-10-24,1948-10-30
None,Sheffield United,ENG,1,1619.80456543,1948-10-31,1948-11-06
None,Sheffield United,ENG,1,1624.92272949,1948-11-07,1948-11-11
None,Sheffield United,ENG,1,1628.92272949,1948-11-12,1948-11-13
None,Sheffield United,ENG,1,1622.60119629,1948-11-14,1948-11-20
None,Sheffield United,ENG,1,1628.03015137,1948-11-21,1948-11-27
None,Sheffield United,ENG,1,1639.03430176,1948-11-28,1948-12-04
None,Sheffield United,ENG,1,1646.74145508,1948-12-05,1948-12-11
None,Sheffield United,ENG,1,1642.8503418,1948-12-12,1948-12-18
None,Sheffield United,ENG,1,1663.19873047,1948-12-19,1948-12-25
None,Sheffield United,ENG,1,1660.73291016,1948-12-26,1948-12-27
None,Sheffield United,ENG,1,1650.72888184,1948-12-28,1949-01-01
None,Sheffield United,ENG,1,1661.33789062,1949-01-02,1949-01-15
None,Sheffield United,ENG,1,1656.8416748,1949-01-16,1949-01-22
None,Sheffield United,ENG,1,1652.46899414,1949-01-23,1949-02-19
None,Sheffield United,ENG,1,1664.12792969,1949-02-20,1949-02-26
None,Sheffield United,ENG,1,1653.27685547,1949-02-27,1949-03-05
None,Sheffield United,ENG,1,1649.25561523,1949-03-06,1949-03-12
None,Sheffield United,ENG,1,1657.27856445,1949-03-13,1949-03-19
None,Sheffield United,ENG,1,1652.33996582,1949-03-20,1949-03-26
None,Sheffield United,ENG,1,1662.3737793,1949-03-27,1949-04-02
None,Sheffield United,ENG,1,1652.26281738,1949-04-03,1949-04-09
None,Sheffield United,ENG,1,1648.48730469,1949-04-10,1949-04-10
None,Sheffield United,ENG,1,1595.48730469,1949-04-11,1949-04-16
None,Sheffield United,ENG,1,1606.86022949,1949-04-17,1949-04-18
None,Sheffield United,ENG,1,1605.74462891,1949-04-19,1949-04-19
None,Sheffield United,ENG,1,1597.96057129,1949-04-20,1949-04-23
None,Sheffield United,ENG,1,1595.30932617,1949-04-24,1949-04-30
None,Sheffield United,ENG,1,1587.69055176,1949-05-01,1949-05-04
None,Sheffield United,ENG,1,1585.33288574,1949-05-05,1949-05-07
None,Sheffield United,ENG,1,1584.0690918,1949-05-08,1949-05-14
None,Sheffield United,ENG,1,1573.0690918,1949-05-15,1949-05-20
None,Sheffield United,ENG,1,1579.0690918,1949-05-21,1949-05-25
None,Sheffield United,ENG,1,1587.0690918,1949-05-26,1949-07-02
None,Sheffield United,ENG,2,1587.0690918,1949-07-03,1949-08-20
None,Sheffield United,ENG,2,1596.02319336,1949-08-21,1949-08-22
None,Sheffield United,ENG,2,1588.46142578,1949-08-23,1949-08-27
None,Sheffield United,ENG,2,1581.96166992,1949-08-28,1949-09-01
None,Sheffield United,ENG,2,1570.81347656,1949-09-02,1949-09-03
None,Sheffield United,ENG,2,1569.70959473,1949-09-04,1949-09-05
None,Sheffield United,ENG,2,1555.29626465,1949-09-06,1949-09-10
None,Sheffield United,ENG,2,1550.23461914,1949-09-11,1949-09-14
None,Sheffield United,ENG,2,1556.54785156,1949-09-15,1949-09-17
None,Sheffield United,ENG,2,1549.38232422,1949-09-18,1949-09-22
None,Sheffield United,ENG,2,1521.38232422,1949-09-23,1949-09-24
None,Sheffield United,ENG,2,1506.14050293,1949-09-25,1949-10-01
None,Sheffield United,ENG,2,1500.30456543,1949-10-02,1949-10-08
None,Sheffield United,ENG,2,1493.42834473,1949-10-09,1949-10-15
None,Sheffield United,ENG,2,1502.31896973,1949-10-16,1949-10-16
None,Sheffield United,ENG,2,1525.31896973,1949-10-17,1949-10-22
None,Sheffield United,ENG,2,1527.62854004,1949-10-23,1949-10-29
None,Sheffield United,ENG,2,1526.15673828,1949-10-30,1949-11-05
None,Sheffield United,ENG,2,1520.88085938,1949-11-06,1949-11-12
None,Sheffield United,ENG,2,1508.85949707,1949-11-13,1949-11-19
None,Sheffield United,ENG,2,1519.19763184,1949-11-20,1949-11-26
None,Sheffield United,ENG,2,1529.80810547,1949-11-27,1949-12-03
None,Sheffield United,ENG,2,1536.52319336,1949-12-04,1949-12-10
None,Sheffield United,ENG,2,1551.73583984,1949-12-11,1949-12-17
None,Sheffield United,ENG,2,1546.109375,1949-12-18,1949-12-24
None,Sheffield United,ENG,2,1556.23571777,1949-12-25,1949-12-26
None,Sheffield United,ENG,2,1546.203125,1949-12-27,1949-12-27
None,Sheffield United,ENG,2,1551.21765137,1949-12-28,1949-12-31
None,Sheffield United,ENG,2,1545.47705078,1950-01-01,1950-01-14
None,Sheffield United,ENG,2,1545.51647949,1950-01-15,1950-01-21
None,Sheffield United,ENG,2,1551.76342773,1950-01-22,1950-02-04
None,Sheffield United,ENG,2,1556.09558105,1950-02-05,1950-02-11
None,Sheffield United,ENG,2,1545.10021973,1950-02-12,1950-02-18
None,Sheffield United,ENG,2,1553.36279297,1950-02-19,1950-02-25
None,Sheffield United,ENG,2,1559.63916016,1950-02-26,1950-03-04
None,Sheffield United,ENG,2,1562.78527832,1950-03-05,1950-03-11
None,Sheffield United,ENG,2,1559.95947266,1950-03-12,1950-03-18
None,Sheffield United,ENG,2,1554.15332031,1950-03-19,1950-03-25
None,Sheffield United,ENG,2,1568.62780762,1950-03-26,1950-04-01
None,Sheffield United,ENG,2,1573.98950195,1950-04-02,1950-04-08
None,Sheffield United,ENG,2,1564.91455078,1950-04-09,1950-04-10
None,Sheffield United,ENG,2,1558.64379883,1950-04-11,1950-04-15
None,Sheffield United,ENG,2,1564.53259277,1950-04-16,1950-04-16
None,Sheffield United,ENG,2,1583.53259277,1950-04-17,1950-04-22
None,Sheffield United,ENG,2,1591.72241211,1950-04-23,1950-04-29
None,Sheffield United,ENG,2,1597.20666504,1950-04-30,1950-05-15
None,Sheffield United,ENG,2,1603.20666504,1950-05-16,1950-05-20
None,Sheffield United,ENG,2,1608.20666504,1950-05-21,1950-06-26
None,Sheffield United,ENG,2,1617.20666504,1950-06-27,1950-06-30
None,Sheffield United,ENG,2,1561.20666504,1950-07-01,1950-07-03
None,Sheffield United,ENG,2,1526.20666504,1950-07-04,1950-08-19
None,Sheffield United,ENG,2,1502.34265137,1950-08-20,1950-08-24
None,Sheffield United,ENG,2,1509.36108398,1950-08-25,1950-08-26
None,Sheffield United,ENG,2,1503.79992676,1950-08-27,1950-08-28
None,Sheffield United,ENG,2,1509.51464844,1950-08-29,1950-09-02
None,Sheffield United,ENG,2,1490.97021484,1950-09-03,1950-09-09
None,Sheffield United,ENG,2,1490.25500488,1950-09-10,1950-09-11
None,Sheffield United,ENG,2,1484.296875,1950-09-12,1950-09-16
None,Sheffield United,ENG,2,1483.0078125,1950-09-17,1950-09-23
None,Sheffield United,ENG,2,1478.27856445,1950-09-24,1950-09-30
None,Sheffield United,ENG,2,1489.01013184,1950-10-01,1950-10-07
None,Sheffield United,ENG,2,1474.52270508,1950-10-08,1950-10-08
None,Sheffield United,ENG,2,1487.52270508,1950-10-09,1950-10-14
None,Sheffield United,ENG,2,1486.71630859,1950-10-15,1950-10-21
None,Sheffield United,ENG,2,1491.72021484,1950-10-22,1950-10-28
None,Sheffield United,ENG,2,1494.10656738,1950-10-29,1950-11-04
None,Sheffield United,ENG,2,1499.12512207,1950-11-05,1950-11-11
None,Sheffield United,ENG,2,1490.17553711,1950-11-12,1950-11-18
None,Sheffield United,ENG,2,1501.35571289,1950-11-19,1950-11-25
None,Sheffield United,ENG,2,1486.3026123,1950-11-26,1950-12-02
None,Sheffield United,ENG,2,1493.22216797,1950-12-03,1950-12-09
None,Sheffield United,ENG,2,1487.17102051,1950-12-10,1950-12-16
None,Sheffield United,ENG,2,1499.95410156,1950-12-17,1950-12-23
None,Sheffield United,ENG,2,1489.23974609,1950-12-24,1950-12-25
None,Sheffield United,ENG,2,1493.81689453,1950-12-26,1950-12-26
None,Sheffield United,ENG,2,1493.8112793,1950-12-27,1951-01-13
None,Sheffield United,ENG,2,1497.1796875,1951-01-14,1951-01-20
None,Sheffield United,ENG,2,1500.09277344,1951-01-21,1951-02-03
None,Sheffield United,ENG,2,1493.50964355,1951-02-04,1951-02-17
None,Sheffield United,ENG,2,1488.71032715,1951-02-18,1951-02-24
None,Sheffield United,ENG,2,1475.82702637,1951-02-25,1951-03-03
None,Sheffield United,ENG,2,1479.72412109,1951-03-04,1951-03-10
None,Sheffield United,ENG,2,1478.21643066,1951-03-11,1951-03-17
None,Sheffield United,ENG,2,1470.69921875,1951-03-18,1951-03-23
None,Sheffield United,ENG,2,1461.41516113,1951-03-24,1951-03-24
None,Sheffield United,ENG,2,1471.86547852,1951-03-25,1951-03-26
None,Sheffield United,ENG,2,1480.62194824,1951-03-27,1951-03-31
None,Sheffield United,ENG,2,1484.94177246,1951-04-01,1951-04-07
None,Sheffield United,ENG,2,1475.48901367,1951-04-08,1951-04-14
None,Sheffield United,ENG,2,1464.48168945,1951-04-15,1951-04-15
None,Sheffield United,ENG,2,1435.48168945,1951-04-16,1951-04-18
None,Sheffield United,ENG,2,1436.75366211,1951-04-19,1951-04-21
None,Sheffield United,ENG,2,1445.77832031,1951-04-22,1951-04-28
None,Sheffield United,ENG,2,1443.85559082,1951-04-29,1951-05-05
None,Sheffield United,ENG,2,1443.89746094,1951-05-06,1951-05-10
None,Sheffield United,ENG,2,1454.89746094,1951-05-11,1951-05-20
None,Sheffield United,ENG,2,1457.89746094,1951-05-21,1951-08-18
None,Sheffield United,ENG,2,1474.27856445,1951-08-19,1951-08-20
None,Sheffield United,ENG,2,1479.42370605,1951-08-21,1951-08-25
None,Sheffield United,ENG,2,1485.6036377,1951-08-26,1951-08-29
None,Sheffield United,ENG,2,1476.85192871,1951-08-30,1951-09-01
None,Sheffield United,ENG,2,1484.5682373,1951-09-02,1951-09-08
None,Sheffield United,ENG,2,1495.71679688,1951-09-09,1951-09-10
None,Sheffield United,ENG,2,1497.82897949,1951-09-11,1951-09-15
None,Sheffield United,ENG,2,1503.66516113,1951-09-16,1951-09-17
None,Sheffield United,ENG,2,1504.64355469,1951-09-18,1951-09-22
None,Sheffield United,ENG,2,1503.87365723,1951-09-23,1951-09-29
None,Sheffield United,ENG,2,1510.03540039,1951-09-30,1951-10-06
None,Sheffield United,ENG,2,1491.90515137,1951-10-07,1951-10-13
None,Sheffield United,ENG,2,1494.7767334,1951-10-14,1951-10-21
None,Sheffield United,ENG,2,1486.7767334,1951-10-22,1951-10-27
None,Sheffield United,ENG,2,1492.30517578,1951-10-28,1951-11-03
None,Sheffield United,ENG,2,1492.58740234,1951-11-04,1951-11-10
None,Sheffield United,ENG,2,1469.51428223,1951-11-11,1951-11-17
None,Sheffield United,ENG,2,1462.39245605,1951-11-18,1951-11-24
None,Sheffield United,ENG,2,1465.97766113,1951-11-25,1951-12-01
None,Sheffield United,ENG,2,1454.85424805,1951-12-02,1951-12-08
None,Sheffield United,ENG,2,1449.52355957,1951-12-09,1951-12-15
None,Sheffield United,ENG,2,1444.05615234,1951-12-16,1951-12-22
None,Sheffield United,ENG,2,1435.97595215,1951-12-23,1951-12-25
None,Sheffield United,ENG,2,1426.16320801,1951-12-26,1951-12-26
None,Sheffield United,ENG,2,1430.20300293,1951-12-27,1951-12-29
None,Sheffield United,ENG,2,1418.94970703,1951-12-30,1952-01-01
None,Sheffield United,ENG,2,1411.73754883,1952-01-02,1952-01-05
None,Sheffield United,ENG,2,1428.41052246,1952-01-06,1952-01-19
None,Sheffield United,ENG,2,1414.25354004,1952-01-20,1952-01-26
None,Sheffield United,ENG,2,1402.43395996,1952-01-27,1952-02-09
None,Sheffield United,ENG,2,1392.61218262,1952-02-10,1952-02-16
None,Sheffield United,ENG,2,1403.82470703,1952-02-17,1952-03-01
None,Sheffield United,ENG,2,1394.83032227,1952-03-02,1952-03-12
None,Sheffield United,ENG,2,1408.31005859,1952-03-13,1952-03-15
None,Sheffield United,ENG,2,1400.4465332,1952-03-16,1952-03-22
None,Sheffield United,ENG,2,1414.18273926,1952-03-23,1952-03-29
None,Sheffield United,ENG,2,1427.93310547,1952-03-30,1952-04-05
None,Sheffield United,ENG,2,1408.4420166,1952-04-06,1952-04-06
None,Sheffield United,ENG,2,1432.4420166,1952-04-07,1952-04-12
None,Sheffield United,ENG,2,1426.03137207,1952-04-13,1952-04-14
None,Sheffield United,ENG,2,1414.75695801,1952-04-15,1952-04-19
None,Sheffield United,ENG,2,1405.42956543,1952-04-20,1952-04-26
None,Sheffield United,ENG,2,1415.63342285,1952-04-27,1952-05-03
None,Sheffield United,ENG,2,1403.29431152,1952-05-04,1952-05-21
None,Sheffield United,ENG,2,1406.29431152,1952-05-22,1952-05-31
None,Sheffield United,ENG,2,1427.29431152,1952-06-01,1952-08-23
None,Sheffield United,ENG,2,1436.49499512,1952-08-24,1952-08-25
None,Sheffield United,ENG,2,1441.92944336,1952-08-26,1952-08-30
None,Sheffield United,ENG,2,1431.19897461,1952-08-31,1952-09-03
None,Sheffield United,ENG,2,1434.39501953,1952-09-04,1952-09-06
None,Sheffield United,ENG,2,1423.29333496,1952-09-07,1952-09-08
None,Sheffield United,ENG,2,1428.43249512,1952-09-09,1952-09-13
None,Sheffield United,ENG,2,1440.15808105,1952-09-14,1952-09-17
None,Sheffield United,ENG,2,1442.51831055,1952-09-18,1952-09-20
None,Sheffield United,ENG,2,1450.79992676,1952-09-21,1952-09-22
None,Sheffield United,ENG,2,1457.70703125,1952-09-23,1952-09-27
None,Sheffield United,ENG,2,1446.82958984,1952-09-28,1952-10-04
None,Sheffield United,ENG,2,1454.39501953,1952-10-05,1952-10-05
None,Sheffield United,ENG,2,1439.39501953,1952-10-06,1952-10-11
None,Sheffield United,ENG,2,1443.98913574,1952-10-12,1952-10-18
None,Sheffield United,ENG,2,1434.53039551,1952-10-19,1952-10-25
None,Sheffield United,ENG,2,1432.30236816,1952-10-26,1952-11-01
None,Sheffield United,ENG,2,1448.81506348,1952-11-02,1952-11-08
None,Sheffield United,ENG,2,1453.48071289,1952-11-09,1952-11-15
None,Sheffield United,ENG,2,1477.42663574,1952-11-16,1952-11-22
None,Sheffield United,ENG,2,1489.41223145,1952-11-23,1952-11-27
None,Sheffield United,ENG,2,1493.41223145,1952-11-28,1952-11-29
None,Sheffield United,ENG,2,1494.37585449,1952-11-30,1952-12-06
None,Sheffield United,ENG,2,1499.57592773,1952-12-07,1952-12-13
None,Sheffield United,ENG,2,1511.24597168,1952-12-14,1952-12-20
None,Sheffield United,ENG,2,1517.63366699,1952-12-21,1952-12-25
None,Sheffield United,ENG,2,1511.9543457,1952-12-26,1952-12-26
None,Sheffield United,ENG,2,1522.22412109,1952-12-27,1953-01-01
None,Sheffield United,ENG,2,1500.79492188,1953-01-02,1953-01-03
None,Sheffield United,ENG,2,1505.2635498,1953-01-04,1953-01-17
None,Sheffield United,ENG,2,1511.73620605,1953-01-18,1953-01-24
None,Sheffield United,ENG,2,1514.68078613,1953-01-25,1953-02-07
None,Sheffield United,ENG,2,1505.71362305,1953-02-08,1953-02-21
None,Sheffield United,ENG,2,1514.77807617,1953-02-22,1953-02-28
None,Sheffield United,ENG,2,1531.25891113,1953-03-01,1953-03-07
None,Sheffield United,ENG,2,1527.27978516,1953-03-08,1953-03-14
None,Sheffield United,ENG,2,1535.58508301,1953-03-15,1953-03-21
None,Sheffield United,ENG,2,1538.56787109,1953-03-22,1953-03-28
None,Sheffield United,ENG,2,1536.05883789,1953-03-29,1953-04-04
None,Sheffield United,ENG,2,1538.16479492,1953-04-05,1953-04-06
None,Sheffield United,ENG,2,1539.91687012,1953-04-07,1953-04-11
None,Sheffield United,ENG,2,1540.70483398,1953-04-12,1953-04-18
None,Sheffield United,ENG,2,1544.6036377,1953-04-19,1953-04-19
None,Sheffield United,ENG,2,1534.6036377,1953-04-20,1953-04-25
None,Sheffield United,ENG,2,1542.97021484,1953-04-26,1953-04-29
None,Sheffield United,ENG,2,1522.85791016,1953-04-30,1953-05-15
None,Sheffield United,ENG,2,1515.85791016,1953-05-16,1953-05-18
None,Sheffield United,ENG,2,1521.85791016,1953-05-19,1953-05-25
None,Sheffield United,ENG,2,1528.85791016,1953-05-26,1953-06-02
None,Sheffield United,ENG,2,1519.85791016,1953-06-03,1953-06-09
None,Sheffield United,ENG,2,1525.85791016,1953-06-10,1953-07-01
None,Sheffield United,ENG,1,1525.85791016,1953-07-02,1953-08-22
None,Sheffield United,ENG,1,1537.26281738,1953-08-23,1953-08-24
None,Sheffield United,ENG,1,1546.04968262,1953-08-25,1953-08-29
None,Sheffield United,ENG,1,1537.67932129,1953-08-30,1953-09-01
None,Sheffield United,ENG,1,1544.02929688,1953-09-02,1953-09-05
None,Sheffield United,ENG,1,1555.09863281,1953-09-06,1953-09-07
None,Sheffield United,ENG,1,1545.0357666,1953-09-08,1953-09-12
None,Sheffield United,ENG,1,1552.0456543,1953-09-13,1953-09-16
None,Sheffield United,ENG,1,1546.15710449,1953-09-17,1953-09-19
None,Sheffield United,ENG,1,1530.41748047,1953-09-20,1953-09-26
None,Sheffield United,ENG,1,1524.59448242,1953-09-27,1953-10-03
None,Sheffield United,ENG,1,1526.09326172,1953-10-04,1953-10-10
None,Sheffield United,ENG,1,1520.08947754,1953-10-11,1953-10-11
None,Sheffield United,ENG,1,1541.08947754,1953-10-12,1953-10-17
None,Sheffield United,ENG,1,1535.65942383,1953-10-18,1953-10-24
None,Sheffield United,ENG,1,1528.33422852,1953-10-25,1953-10-31
None,Sheffield United,ENG,1,1536.44506836,1953-11-01,1953-11-07
None,Sheffield United,ENG,1,1534.16333008,1953-11-08,1953-11-14
None,Sheffield United,ENG,1,1536.5246582,1953-11-15,1953-11-21
None,Sheffield United,ENG,1,1534.5300293,1953-11-22,1953-11-28
None,Sheffield United,ENG,1,1528.69030762,1953-11-29,1953-12-05
None,Sheffield United,ENG,1,1534.90783691,1953-12-06,1953-12-12
None,Sheffield United,ENG,1,1547.04016113,1953-12-13,1953-12-19
None,Sheffield United,ENG,1,1554.109375,1953-12-20,1953-12-25
None,Sheffield United,ENG,1,1550.55419922,1953-12-26,1953-12-26
None,Sheffield United,ENG,1,1545.90722656,1953-12-27,1954-01-01
None,Sheffield United,ENG,1,1542.73364258,1954-01-02,1954-01-02
None,Sheffield United,ENG,1,1547.4453125,1954-01-03,1954-01-16
None,Sheffield United,ENG,1,1533.8729248,1954-01-17,1954-01-23
None,Sheffield United,ENG,1,1529.63220215,1954-01-24,1954-02-06
None,Sheffield United,ENG,1,1535.11254883,1954-02-07,1954-02-20
None,Sheffield United,ENG,1,1530.38671875,1954-02-21,1954-02-27
None,Sheffield United,ENG,1,1527.61694336,1954-02-28,1954-03-06
None,Sheffield United,ENG,1,1534.80224609,1954-03-07,1954-03-13
None,Sheffield United,ENG,1,1540.60949707,1954-03-14,1954-03-20
None,Sheffield United,ENG,1,1532.76904297,1954-03-21,1954-03-27
None,Sheffield United,ENG,1,1540.94433594,1954-03-28,1954-04-03
None,Sheffield United,ENG,1,1535.6784668,1954-04-04,1954-04-04
None,Sheffield United,ENG,1,1565.6784668,1954-04-05,1954-04-10
None,Sheffield United,ENG,1,1566.2532959,1954-04-11,1954-04-16
None,Sheffield United,ENG,1,1570.19055176,1954-04-17,1954-04-17
None,Sheffield United,ENG,1,1566.6697998,1954-04-18,1954-04-19
None,Sheffield United,ENG,1,1553.30407715,1954-04-20,1954-04-24
None,Sheffield United,ENG,1,1543.58081055,1954-04-25,1954-04-26
None,Sheffield United,ENG,1,1551.11340332,1954-04-27,1954-05-17
None,Sheffield United,ENG,1,1541.11340332,1954-05-18,1954-05-25
None,Sheffield United,ENG,1,1531.11340332,1954-05-26,1954-06-19
None,Sheffield United,ENG,1,1513.11340332,1954-06-20,1954-06-22
None,Sheffield United,ENG,1,1538.11340332,1954-06-23,1954-06-27
None,Sheffield United,ENG,1,1490.11340332,1954-06-28,1954-08-21
None,Sheffield United,ENG,1,1472.02368164,1954-08-22,1954-08-25
None,Sheffield United,ENG,1,1466.03771973,1954-08-26,1954-08-28
None,Sheffield United,ENG,1,1478.94091797,1954-08-29,1954-08-30
